condition,model,scene_label,truth,run,local_ms,local_risk,yolo_ms,clip_label,clip_conf,clip_risk,clip_correct,yolo_meta,risk_correct,detected_risk,quality_score,reply,latency_ms,input_tokens,output_tokens,cost_usd,error
with_clip,claude,person_near,hazard,5,32.44,hazard,254.6,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: A person is standing in the foreground of a cluttered indoor workspace, with arms raised, appearing to be relatively close to the camera/drone. The background contains shelving, equipment, and various obstacles throughout the room.

Sensor note: The local detector estimates person at 0.24m which seems too close given the image framing, but visually the person does appear to be within approximately 1–2m of the drone; the wall detection at 0.45m is plausible given the cluttered background. Overall broadly consistent, though the 0.24m person estimate may be slightly underestimated — visually I'd place them at roughly 1–1.5m.

Proximity: Person is the closest object, visually estimated ~1–1.5m away, consistent with the sensor range of concern; they appear to be directly in the drone's forward path with arms raised (possible interaction/warning gesture).

Risk: hazard

Pilot suggested action: HOVER",7745.7,1035,216,0.006345,
with_clip,gpt4o,person_near,hazard,5,32.44,hazard,254.6,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: The image shows a person standing in a cluttered room, with various objects and furniture around.
Sensor note: Consistent with sensor data indicating a person and cluttered room.
Proximity: The person is very close, approximately 0.24 meters away.
Risk: Hazard
Pilot suggested action: HOVER",3578.9,844,65,0.005195,
with_clip,gpt4o_mini,person_near,hazard,5,32.44,hazard,254.6,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: The image shows a person standing in a cluttered indoor environment, with various objects visible in the background. The person appears to be relatively close to the drone's flight path.

Sensor note: The local detector identified a person with a confidence of 0.455, which aligns with my visual analysis. However, the YOLO detection of a wall has a low confidence of 0.28, indicating potential uncertainty in the environment.

Proximity: The person is approximately 0.24m away, which is very close to the drone's flight path.

Risk: hazard

Pilot suggested action: HOVER",9625.2,3611,124,0.000616,
with_clip,gemini,person_near,hazard,5,32.44,hazard,254.6,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: A person is standing directly in front of the drone, occupying a significant portion of the frame. The background appears to be a cluttered room.
Sensor note: The local detector correctly identified a person, and the estimated distance is consistent with the visual proximity. YOLO-World detected a wall, which is likely the background behind the person.
Proximity: Person approximately 0.2-0.3m away.
Risk: hazard
Pilot suggested action: HOVER",2666.3,1080,97,0.00011,
no_clip,claude,person_near,hazard,5,32.44,hazard,158.8,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: A person is standing directly in front of the camera at close range (estimated 1–2m), with both arms raised, in what appears to be an indoor workspace/workshop environment with shelving and equipment visible behind them.
Sensor note: Local detector estimates person at 0.24m which appears too close given the full-body visibility, but the person is clearly within hazard range visually; YOLO wall detection at 0.45m is consistent with a cluttered indoor scene. Person detection is confirmed visually — this overrides any sensor uncertainty.
Proximity: Person is the closest object, visually estimated at approximately 1.0–1.5m — well within the hazard threshold of <1m corridor clearance; combined with raised arms, the effective envelope intrudes into the drone's flight path.
Risk: hazard
Pilot suggested action: HOVER",7477.7,974,192,0.005802,
no_clip,gpt4o,person_near,hazard,5,32.44,hazard,158.8,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: The image shows a person standing in an indoor environment with various objects and furniture around. The person appears to be close to the camera.
Sensor note: Consistent with sensor data indicating a person detected at approximately 0.24m.
Proximity: The person is visually estimated to be very close, around 0.24m from the camera.
Risk: Hazard
Pilot suggested action: HOVER",4500.8,789,83,0.00519,
no_clip,gpt4o_mini,person_near,hazard,5,32.44,hazard,158.8,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: The image shows a person standing in a room with various objects in the background, including furniture. The person appears to be relatively close to the drone's flight path. 

Sensor note: The local detector indicates a person detected at 0.24m, which is consistent with my visual analysis. However, the YOLO detection of a wall at 0.45m suggests potential obstacles.

Proximity: The closest object/person is the individual, estimated to be about 0.24m away.

Risk: hazard

Pilot suggested action: HOVER",8806.2,3556,113,0.000601,
no_clip,gemini,person_near,hazard,5,32.44,hazard,158.8,cluttered room obstacles,0.2065,caution,0,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",1,hazard,5,"Description: A person is standing directly in front of the drone, occupying the majority of the frame. The background appears to be an indoor room with some furniture and shelves.
Sensor note: The local detector correctly identified a person, but its estimated distance of 0.24m is too close given the visual evidence. YOLO-World detected a ""wall"" at 0.45m, which is inconsistent with the primary object being a person.
Proximity: The person is visually very close, estimated to be less than 1 meter away.
Risk: hazard
Pilot suggested action: HOVER",2154.5,1026,124,0.000114,
with_clip,claude,wall_close,hazard,1,37.2,hazard,265.4,person up close,0.2082,hazard,1,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): wall/obstacle fills entire frame (grad_std=14.3 — depth_m unreliable here, trust your visual analysis); brightness=140/255 (none)",1,hazard,5,"Description: The image shows a plain, featureless light-grey wall filling nearly the entire frame, with a very narrow dark strip visible at the top edge suggesting a ceiling-wall junction; no persons, furniture, or other objects are visible.
Sensor note: YOLO-World wall detection at 2.09m is broadly consistent with a wall being the dominant feature, though the wall visually fills the entire frame suggesting it may be closer than 2.09m. CLIP's ""person up close"" label is clearly erroneous — no person is present. Local detector's ""wall/obstacle fills entire frame"" is consistent with visual analysis.
Proximity: The wall appears to occupy the full frame; estimated distance is likely under 2m and possibly closer than the 2.09m DA v2 reading given the fill extent — treating it as a near obstacle directly in the flight path.
Risk: hazard
Pilot suggested action: PITCH_BACK",8043.6,1045,209,0.00627,
with_clip,gpt4o,wall_close,hazard,1,37.2,hazard,265.4,person up close,0.2082,hazard,1,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): wall/obstacle fills entire frame (grad_std=14.3 — depth_m unreliable here, trust your visual analysis); brightness=140/255 (none)",1,hazard,5,"Description: The image shows a uniformly gray surface, suggesting the camera is facing a wall or similar obstacle.
Sensor note: Consistent with sensor data indicating a wall filling the frame.
Proximity: Visually appears very close, likely less than 1 meter.
Risk: Hazard
Pilot suggested action: HOVER",2864.7,852,63,0.005205,
with_clip,gpt4o_mini,wall_close,hazard,1,37.2,hazard,265.4,person up close,0.2082,hazard,1,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): wall/obstacle fills entire frame (grad_std=14.3 — depth_m unreliable here, trust your visual analysis); brightness=140/255 (none)",1,hazard,5,"Description: The image appears to show a blank wall with no visible obstacles or persons in close proximity. The surface is uniform and lacks any significant features that would indicate a hazard. 

Sensor note: Consistent; the YOLO detection indicates a wall, and the local detector confirms the wall fills the frame.

Proximity: The closest object is the wall, which is approximately 2.09m away based on the depth measurement.

Risk: safe

Pilot suggested action: ASCEND",16793.7,3619,97,0.000601,
with_clip,gemini,wall_close,hazard,1,37.2,hazard,265.4,person up close,0.2082,hazard,1,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): wall/obstacle fills entire frame (grad_std=14.3 — depth_m unreliable here, trust your visual analysis); brightness=140/255 (none)",1,hazard,5,"Description: The image shows a uniform light grey surface filling the entire frame, with a faint darker line at the very top edge. This appears to be a very close wall or obstacle.
Sensor note: Consistent. YOLO-World detects a wall filling the frame, and the local detector also indicates an obstacle filling the frame. CLIP's ""person up close"" is incorrect.
Proximity: Visually, the surface is extremely close, likely within 0.5m. The depth_m of 2.09m from YOLO-W is inconsistent with the visual evidence of a completely filled frame, suggesting it's much closer.
Risk: hazard
Pilot suggested action: HOVER",3791.2,1086,142,0.000124,
no_clip,claude,wall_close,hazard,1,37.2,hazard,153.7,person up close,0.2082,hazard,1,"YOLO detections: wall (conf=0.54, depth_m=2.09m [DA v2], src=YOLO-W, bbox=[0.4,0.1,319.8,239.7])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): wall/obstacle fills entire frame (grad_std=14.3 — depth_m unreliable here, trust your visual analysis); brightness=140/255 (none)",1,hazard,4,"Description: The image shows a plain, featureless wall or ceiling surface filling nearly the entire frame, with a slightly darker band at the top edge suggesting a wall-ceiling junction; the scene is evenly lit and unobstructed at the visible level.
Sensor note: Consistent — YOLO-World detects a wall spanning the full frame (bbox ~full image), and the local detector confirms a wall/obstacle filling the frame; both align with what I see visually.
Proximity: The wall appears to be the dominant feature; YOLO-W depth estimate is 2.09m, which is plausible given the flat, textureless surface — I have no strong visual cues to contradict this, though the local detector flags depth as unreliable (grad_std=14.3).
Risk: caution — A large flat wall surface occupies the full frame at an estimated ~2m ahead; while not immediately within the ~1m hazard threshold, the drone is heading toward it and must not continue forward.
Pilot suggested action: HOVER",8296.3,985,233,0.00645,
